week_start,store,category,price,discount_pct,marketing_spend,competitor_price_idx,avg_temp_c,is_holiday,stockout,units_sold,revenue,lag_1_units,lag_1_revenue,lag_2_units,lag_2_revenue,lag_4_units,lag_4_revenue,lag_8_units,lag_8_revenue,ma_4_units,ma_8_units
2023-08-28,Store_B,HomeCare,9.41,0,2206.46,1.015,12.6,0,0,342,3219.88,438,3563.03,295,2803.72,369,3433.92,352,2577.05,356.5,350.25
2023-09-04,Store_B,HomeCare,9.33,0,2372.84,1.017,12.7,0,0,288,2686.55,342,3219.88,438,3563.03,351,3228.3,279,2563.46,340.75,351.375
2023-09-11,Store_B,HomeCare,9.5,0,2376,1.012,11.4,0,0,326,3097.88,288,2686.55,342,3219.88,295,2803.72,289,2616.81,348.5,356
2023-09-18,Store_B,HomeCare,9.59,17.2,3269.47,1.007,11.3,0,0,380,3017.81,326,3097.88,288,2686.55,438,3563.03,439,3992.04,334,348.625
2023-09-25,Store_B,HomeCare,9.71,0,2521.92,1.025,6.5,0,0,341,3310.77,380,3017.81,326,3097.88,342,3219.88,369,3433.92,333.75,345.125
2023-10-02,Store_B,HomeCare,9.17,0,1964.86,1.024,11.5,0,0,248,2273.67,341,3310.77,380,3017.81,288,2686.55,351,3228.3,323.75,332.25
2023-10-09,Store_B,HomeCare,9.48,7.4,3790.96,1.023,9.6,0,1,290,2544.61,248,2273.67,341,3310.77,326,3097.88,295,2803.72,314.75,331.625
2023-10-16,Store_B,HomeCare,9.65,0,2466.74,1.014,5.3,0,0,313,3021.14,290,2544.61,248,2273.67,380,3017.81,438,3563.03,298,316
2023-10-23,Store_B,HomeCare,9.88,0,1545.83,1.011,4.5,0,0,261,2579.79,313,3021.14,290,2544.61,341,3310.77,342,3219.88,278,305.875
2023-10-30,Store_B,HomeCare,10.19,0,2360.69,1.036,6.6,0,0,300,3057.63,261,2579.79,313,3021.14,248,2273.67,288,2686.55,291,307.375
2023-11-06,Store_B,HomeCare,9.81,13.6,3947.09,1.05,4.3,1,0,625,5295.14,300,3057.63,261,2579.79,290,2544.61,326,3097.88,374.75,344.75
2023-11-13,Store_B,HomeCare,9.93,0,2092.34,1.059,1.3,0,0,306,3037.17,625,5295.14,300,3057.63,313,3021.14,380,3017.81,373,335.5
2023-11-20,Store_B,HomeCare,9.63,0,3062.9,1.063,2.2,0,1,271,2609.45,306,3037.17,625,5295.14,261,2579.79,341,3310.77,375.5,326.75
2023-11-27,Store_B,HomeCare,9.62,0,2439.96,1.08,-0.7,0,0,353,3394.97,271,2609.45,306,3037.17,300,3057.63,248,2273.67,388.75,339.875
2023-12-04,Store_B,HomeCare,9.77,0,1949.72,1.088,-0.6,1,0,407,3977.22,353,3394.97,271,2609.45,625,5295.14,290,2544.61,334.25,354.5
2023-12-11,Store_B,HomeCare,9.66,0,1761.25,1.082,-0.9,1,0,376,3633.23,407,3977.22,353,3394.97,306,3037.17,313,3021.14,351.75,362.375
2023-12-18,Store_B,HomeCare,10.24,0,2517.42,1.079,0.4,1,0,494,5060.4,376,3633.23,407,3977.22,271,2609.45,261,2579.79,407.5,391.5
2023-12-25,Store_B,HomeCare,9.88,0,2914.61,1.073,-4.2,1,0,556,5491.3,494,5060.4,376,3633.23,353,3394.97,300,3057.63,458.25,423.5
2024-01-01,Store_B,HomeCare,9.9,20.1,3030.35,1.075,-4.5,0,0,443,3505.63,556,5491.3,494,5060.4,407,3977.22,625,5295.14,467.25,400.75
2024-01-08,Store_B,HomeCare,10.06,0,1732.57,1.073,-0.4,0,0,246,2473.81,443,3505.63,556,5491.3,376,3633.23,306,3037.17,434.75,393.25
2024-01-15,Store_B,HomeCare,10.05,0,1905.2,1.087,0.1,0,0,223,2241.81,246,2473.81,443,3505.63,494,5060.4,271,2609.45,367,387.25
2024-01-22,Store_B,HomeCare,10.36,0,1990.45,1.083,-3.8,0,0,240,2487.23,223,2241.81,246,2473.81,556,5491.3,353,3394.97,288,373.125
2024-01-29,Store_B,HomeCare,10.3,0,2201.09,1.089,-0.7,0,0,282,2905.56,240,2487.23,223,2241.81,443,3505.63,407,3977.22,247.75,357.5
2024-02-05,Store_B,HomeCare,10.62,0,2631.48,1.063,2.3,0,0,378,4015.74,282,2905.56,240,2487.23,246,2473.81,376,3633.23,280.75,357.75
2024-02-12,Store_B,HomeCare,10.91,0,2255.11,1.069,2.2,0,1,228,2487.26,378,4015.74,282,2905.56,223,2241.81,494,5060.4,282,324.5
2024-02-19,Store_B,HomeCare,10.2,12.9,3114.01,1.069,0.7,0,0,366,3251.45,228,2487.26,378,4015.74,240,2487.23,556,5491.3,313.5,300.75
2024-02-26,Store_B,HomeCare,10.01,0,2507.05,1.082,3.8,0,0,284,2842.04,366,3251.45,228,2487.26,282,2905.56,443,3505.63,314,280.875
2024-03-04,Store_B,HomeCare,10.92,0,2536.29,1.076,7.2,0,0,312,3406.47,284,2842.04,366,3251.45,378,4015.74,246,2473.81,297.5,289.125
2024-03-11,Store_B,HomeCare,10.49,0,2547.48,1.065,6.2,0,0,291,3052.98,312,3406.47,284,2842.04,228,2487.26,223,2241.81,313.25,297.625
2024-03-18,Store_B,HomeCare,10.67,0,2208.4,1.087,7.2,0,0,263,2805.32,291,3052.98,312,3406.47,366,3251.45,240,2487.23,287.5,300.5
2024-03-25,Store_B,HomeCare,10.75,10.5,3230.92,1.086,8.4,0,0,356,3424.68,263,2805.32,291,3052.98,284,2842.04,282,2905.56,305.5,309.75
2024-04-01,Store_B,HomeCare,10.35,0,2764.85,1.085,11.2,0,0,317,3282.25,356,3424.68,263,2805.32,312,3406.47,378,4015.74,306.75,302.125
2024-04-08,Store_B,HomeCare,11.18,0,2724.62,1.09,9.2,0,0,251,2806.95,317,3282.25,356,3424.68,291,3052.98,228,2487.26,296.75,305
2024-04-15,Store_B,HomeCare,10.02,0,2199.41,1.077,11.3,0,0,256,2566,251,2806.95,317,3282.25,263,2805.32,366,3251.45,295,291.25
2024-04-22,Store_B,HomeCare,10.75,0,1840.28,1.069,13.4,0,0,253,2720.17,256,2566,251,2806.95,356,3424.68,284,2842.04,269.25,287.375
2024-04-29,Store_B,HomeCare,10.9,0,1861.2,1.074,13.7,0,0,246,2680.32,253,2720.17,256,2566,317,3282.25,312,3406.47,251.5,279.125
2024-05-06,Store_B,HomeCare,11.14,8.2,3652.09,1.089,15.3,0,0,359,3671.81,246,2680.32,253,2720.17,251,2806.95,291,3052.98,278.5,287.625
2024-05-13,Store_B,HomeCare,10.99,11,3321.34,1.087,16.6,0,0,259,2533.71,359,3671.81,246,2680.32,256,2566,263,2805.32,279.25,287.125
2024-05-20,Store_B,HomeCare,10.85,0,2529.56,1.085,18.1,0,0,308,3342.01,259,2533.71,359,3671.81,253,2720.17,356,3424.68,293,281.125
2024-05-27,Store_B,HomeCare,11.24,0,1750.92,1.09,15.5,0,0,224,2518.08,308,3342.01,259,2533.71,246,2680.32,317,3282.25,287.5,269.5
2024-06-03,Store_B,HomeCare,10.77,0,2422.85,1.104,17.8,0,0,264,2843.81,224,2518.08,308,3342.01,359,3671.81,251,2806.95,263.75,271.125
2024-06-10,Store_B,HomeCare,11.34,0,2642.85,1.102,19.8,0,0,323,3662.58,264,2843.81,224,2518.08,259,2533.71,256,2566,279.75,279.5
2024-06-17,Store_B,HomeCare,11.58,0,2261.56,1.094,20.2,0,0,272,3150.07,323,3662.58,264,2843.81,308,3342.01,253,2720.17,270.75,281.875
2024-06-24,Store_B,HomeCare,11.13,0,2751.54,1.089,14.8,0,0,307,3415.99,272,3150.07,323,3662.58,224,2518.08,246,2680.32,291.5,289.5
2024-07-01,Store_B,HomeCare,11.69,0,2701.55,1.11,20.7,0,0,281,3283.86,307,3415.99,272,3150.07,264,2843.81,359,3671.81,295.75,279.75
2024-07-08,Store_B,HomeCare,11.31,0,2671.07,1.105,18.9,0,0,287,3244.98,281,3283.86,307,3415.99,323,3662.58,259,2533.71,286.75,283.25
2024-07-15,Store_B,HomeCare,11.38,0,3005.64,1.096,17.6,0,0,337,3835.3,287,3244.98,281,3283.86,272,3150.07,308,3342.01,303,286.875
2024-07-22,Store_B,HomeCare,11.39,0,2901.87,1.079,20.2,0,0,314,3575.9,337,3835.3,287,3244.98,307,3415.99,224,2518.08,304.75,298.125
2024-07-29,Store_B,HomeCare,11.44,0,2931.67,1.096,16.1,0,0,303,3465.81,314,3575.9,337,3835.3,281,3283.86,264,2843.81,310.25,303
2024-08-05,Store_B,HomeCare,10.89,7.6,3578.9,1.087,16.9,0,0,387,3895.33,303,3465.81,314,3575.9,287,3244.98,323,3662.58,335.25,311
2024-08-12,Store_B,HomeCare,11.59,0,2584.27,1.073,15.9,0,0,280,3244.67,387,3895.33,303,3465.81,337,3835.3,272,3150.07,321,312
2024-08-19,Store_B,HomeCare,11.37,0,2379.36,1.081,16,0,0,273,3103.11,280,3244.67,387,3895.33,314,3575.9,307,3415.99,310.75,307.75
2024-08-26,Store_B,HomeCare,11.29,0,1814.18,1.08,17.1,0,0,234,2640.79,273,3103.11,280,3244.67,303,3465.81,281,3283.86,293.5,301.875
2024-09-02,Store_B,HomeCare,11.49,0,2293.96,1.067,13.6,0,0,240,2756.79,234,2640.79,273,3103.11,387,3895.33,287,3244.98,256.75,296
2024-09-09,Store_B,HomeCare,11.65,0,2579.13,1.061,13.4,0,0,329,3834.46,240,2756.79,234,2640.79,280,3244.67,337,3835.3,269,295
2024-09-16,Store_B,HomeCare,11.62,11.8,3574.55,1.057,12.4,0,0,389,3984.77,329,3834.46,240,2756.79,273,3103.11,314,3575.9,298,304.375
2024-09-23,Store_B,HomeCare,11.55,0,1970.36,1.054,9.6,0,0,200,2309.9,389,3984.77,329,3834.46,234,2640.79,303,3465.81,289.5,291.5
2024-09-30,Store_B,HomeCare,11.11,0,2662.24,1.059,10.1,0,0,261,2898.41,200,2309.9,389,3984.77,240,2756.79,387,3895.33,294.75,275.75
2024-10-07,Store_B,HomeCare,11.71,0,2091.64,1.055,9.2,0,0,232,2715.78,261,2898.41,200,2309.9,329,3834.46,280,3244.67,270.5,269.75
2024-10-14,Store_B,HomeCare,11.85,0,1606.96,1.056,9,0,0,197,2333.95,232,2715.78,261,2898.41,389,3984.77,273,3103.11,222.5,260.25
2024-10-21,Store_B,HomeCare,11.9,15.6,3864.49,1.049,6.7,0,0,373,3745.56,197,2333.95,232,2715.78,200,2309.9,234,2640.79,265.75,277.625
2024-10-28,Store_B,HomeCare,11.67,0,2632.62,1.048,5.1,0,0,325,3793.79,373,3745.56,197,2333.95,261,2898.41,240,2756.79,281.75,288.25
2024-11-04,Store_B,HomeCare,11.97,13.6,3306.35,1.048,4.5,1,0,474,4902.35,325,3793.79,373,3745.56,232,2715.78,329,3834.46,342.25,306.375
2024-11-11,Store_B,HomeCare,11.72,0,2998.29,1.065,1.9,0,0,386,4523.98,474,4902.35,325,3793.79,197,2333.95,389,3984.77,389.5,306
2024-11-18,Store_B,HomeCare,11.66,0,1774.59,1.05,0.6,0,0,298,3474.25,386,4523.98,474,4902.35,373,3745.56,200,2309.9,370.75,318.25
2024-11-25,Store_B,HomeCare,12.17,0,2100.09,1.044,-1.3,0,0,288,3504.42,298,3474.25,386,4523.98,325,3793.79,261,2898.41,361.5,321.625
2024-12-02,Store_B,HomeCare,11.64,0,2978.06,1.036,0.9,1,0,447,5205.23,288,3504.42,298,3474.25,474,4902.35,232,2715.78,354.75,348.5
2024-12-09,Store_B,HomeCare,11.73,0,2791.12,1.041,2.3,1,0,344,4036.1,447,5205.23,288,3504.42,386,4523.98,197,2333.95,344.25,366.875
2024-12-16,Store_B,HomeCare,11.51,0,2339.8,1.051,0.5,1,0,359,4131.34,344,4036.1,447,5205.23,298,3474.25,373,3745.56,359.5,365.125
2024-12-23,Store_B,HomeCare,12.36,0,2123.25,1.052,1.3,1,0,316,3906.01,359,4131.34,344,4036.1,288,3504.42,325,3793.79,366.5,364
2023-01-02,Store_B,Seasonal,11.42,0,4235.79,0.993,0.2,0,0,187,2134.78,,,,,,,,,,
2023-01-09,Store_B,Seasonal,12,0,3368.33,0.999,0.3,0,0,158,1895.23,187,2134.78,,,,,,,,
2023-01-16,Store_B,Seasonal,12.01,0,3296.11,0.988,0.8,0,0,166,1994.48,158,1895.23,187,2134.78,,,,,,
2023-01-23,Store_B,Seasonal,11.98,0,3523.64,0.983,-3.5,0,0,188,2252.84,166,1994.48,158,1895.23,,,,,174.75,
2023-01-30,Store_B,Seasonal,12.44,0,3019.53,0.973,-2.9,0,0,166,2064.56,188,2252.84,166,1994.48,187,2134.78,,,169.5,
2023-02-06,Store_B,Seasonal,11.68,0,3266.25,0.983,3.1,0,0,220,2569.96,166,2064.56,188,2252.84,158,1895.23,,,185,
2023-02-13,Store_B,Seasonal,12.05,22.5,5706.97,0.989,1.3,0,1,266,2482.49,220,2569.96,166,2064.56,166,1994.48,,,210,
2023-02-20,Store_B,Seasonal,12.6,0,3373.71,0.981,2,0,0,185,2331.29,266,2482.49,220,2569.96,188,2252.84,,,209.25,192
2023-02-27,Store_B,Seasonal,13.2,0,2867.48,0.972,4.4,0,0,128,1689.88,185,2331.29,266,2482.49,166,2064.56,187,2134.78,199.75,184.625
2023-03-06,Store_B,Seasonal,12.61,0,3995.5,0.973,3.3,0,0,194,2445.64,128,1689.88,185,2331.29,220,2569.96,158,1895.23,193.25,189.125
2023-03-13,Store_B,Seasonal,12.07,18.2,4952.48,0.963,6.4,0,0,264,2607.36,194,2445.64,128,1689.88,266,2482.49,166,1994.48,192.75,201.375
2023-03-20,Store_B,Seasonal,12.86,0,4717.26,0.968,6.1,0,0,213,2739.45,264,2607.36,194,2445.64,185,2331.29,188,2252.84,199.75,204.5
2023-03-27,Store_B,Seasonal,12.92,0,3841.43,0.973,8.9,0,0,208,2688.17,213,2739.45,264,2607.36,128,1689.88,166,2064.56,219.75,209.75
2023-04-03,Store_B,Seasonal,12.61,0,4688.84,0.984,10.2,0,0,223,2811.39,208,2688.17,213,2739.45,194,2445.64,220,2569.96,227,210.125
2023-04-10,Store_B,Seasonal,13.77,0,3935.75,0.984,10.2,0,0,176,2423,223,2811.39,208,2688.17,264,2607.36,266,2482.49,205,198.875
2023-04-17,Store_B,Seasonal,12.78,0,4061.07,0.979,11.1,0,0,221,2824.82,176,2423,223,2811.39,213,2739.45,185,2331.29,207,203.375
2023-04-24,Store_B,Seasonal,12.9,0,4986.37,0.966,11.1,0,0,246,3172.26,221,2824.82,176,2423,208,2688.17,128,1689.88,216.5,218.125
2023-05-01,Store_B,Seasonal,13.39,0,5007.85,0.974,16.3,0,0,238,3186.6,246,3172.26,221,2824.82,223,2811.39,194,2445.64,220.25,223.625
2023-05-08,Store_B,Seasonal,13.16,0,5099.51,0.964,14,0,0,240,3159.44,238,3186.6,246,3172.26,176,2423,264,2607.36,236.25,220.625
2023-05-15,Store_B,Seasonal,12.61,8.3,6385.77,0.969,16.2,0,0,309,3572.55,240,3159.44,238,3186.6,221,2824.82,213,2739.45,258.25,232.625
2023-05-22,Store_B,Seasonal,12.58,0,4422.5,0.962,13.4,0,0,223,2806.1,309,3572.55,240,3159.44,246,3172.26,208,2688.17,252.5,234.5
2023-05-29,Store_B,Seasonal,13.09,0,4177.17,0.96,18.1,0,0,237,3102.55,223,2806.1,309,3572.55,238,3186.6,223,2811.39,252.25,236.25
2023-06-05,Store_B,Seasonal,13.51,0,3620.66,0.956,17.6,0,0,210,2836.6,237,3102.55,223,2806.1,240,3159.44,176,2423,244.75,240.5
2023-06-12,Store_B,Seasonal,13.51,0,4659.89,0.962,18.3,0,0,210,2836.66,210,2836.6,237,3102.55,309,3572.55,221,2824.82,220,239.125
2023-06-19,Store_B,Seasonal,13.67,0,5087.28,0.968,17.5,0,0,231,3156.74,210,2836.66,210,2836.6,223,2806.1,246,3172.26,222,237.25
2023-06-26,Store_B,Seasonal,13.12,0,3727.82,0.98,20,0,0,197,2584.91,231,3156.74,210,2836.66,237,3102.55,238,3186.6,212,232.125
2023-07-03,Store_B,Seasonal,13.04,0,3449.41,0.992,18.2,0,0,178,2320.3,197,2584.91,231,3156.74,210,2836.6,240,3159.44,204,224.375
2023-07-10,Store_B,Seasonal,14.36,0,4730.15,0.997,19.8,0,0,244,3504.98,178,2320.3,197,2584.91,210,2836.66,309,3572.55,212.5,216.25
2023-07-17,Store_B,Seasonal,13.89,0,4467.9,0.975,20.3,0,0,219,3042.29,244,3504.98,178,2320.3,231,3156.74,223,2806.1,209.5,215.75
2023-07-24,Store_B,Seasonal,13.37,0,3030.29,0.993,18.5,0,0,173,2312.51,219,3042.29,244,3504.98,197,2584.91,237,3102.55,203.5,207.75
2023-07-31,Store_B,Seasonal,13.8,0,3157.25,0.984,16.9,0,0,172,2373.08,173,2312.51,219,3042.29,178,2320.3,210,2836.6,202,203
2023-08-07,Store_B,Seasonal,14.53,0,5056.4,0.977,15.9,0,0,219,3182.95,172,2373.08,173,2312.51,244,3504.98,210,2836.66,195.75,204.125
2023-08-14,Store_B,Seasonal,13.32,6,4673.99,0.965,14.5,0,1,186,2328.22,219,3182.95,172,2373.08,219,3042.29,231,3156.74,187.5,198.5
2023-08-21,Store_B,Seasonal,13.15,0,4243.6,0.972,14.5,0,0,225,2958.19,186,2328.22,219,3182.95,173,2312.51,197,2584.91,200.5,202
2023-08-28,Store_B,Seasonal,13.67,0,4920.25,0.953,14.1,0,0,193,2637.43,225,2958.19,186,2328.22,172,2373.08,178,2320.3,205.75,203.875
2023-09-04,Store_B,Seasonal,14.58,0,3852.14,0.957,11.5,0,0,204,2974.27,193,2637.43,225,2958.19,219,3182.95,244,3504.98,202,198.875
2023-09-11,Store_B,Seasonal,14.08,0,3632.99,0.956,11.1,0,0,190,2674.73,204,2974.27,193,2637.43,186,2328.22,219,3042.29,203,195.25
2023-09-18,Store_B,Seasonal,14.36,0,4124.25,0.952,9.3,0,0,176,2526.59,190,2674.73,204,2974.27,225,2958.19,173,2312.51,190.75,195.625
2023-09-25,Store_B,Seasonal,15.04,0,3072.64,0.949,11.8,0,0,146,2196.35,176,2526.59,190,2674.73,193,2637.43,172,2373.08,179,192.375
2023-10-02,Store_B,Seasonal,14.84,0,3042.55,0.958,8.3,0,0,185,2745.62,146,2196.35,176,2526.59,204,2974.27,219,3182.95,174.25,188.125
2023-10-09,Store_B,Seasonal,14.38,0,2769.58,0.959,6.3,0,0,127,1826.23,185,2745.62,146,2196.35,190,2674.73,186,2328.22,158.5,180.75
2023-10-16,Store_B,Seasonal,14.72,0,3501.58,0.986,7.8,0,0,168,2472.86,127,1826.23,185,2745.62,176,2526.59,225,2958.19,156.5,173.625
2023-10-23,Store_B,Seasonal,14.32,15.3,5995.41,0.979,3.1,0,0,254,3081.78,168,2472.86,127,1826.23,146,2196.35,193,2637.43,183.5,181.25
2023-10-30,Store_B,Seasonal,14.5,0,4385.28,0.988,3.3,0,0,189,2740.4,254,3081.78,168,2472.86,185,2745.62,204,2974.27,184.5,179.375
2023-11-06,Store_B,Seasonal,14.07,0,4532.82,0.978,2.9,1,0,426,5993.4,189,2740.4,254,3081.78,127,1826.23,190,2674.73,259.25,208.875
2023-11-13,Store_B,Seasonal,14.15,0,3664.6,0.965,2.1,0,0,171,2420.15,426,5993.4,189,2740.4,168,2472.86,176,2526.59,260,208.25
2023-11-20,Store_B,Seasonal,15.02,0,3258.6,0.962,1.7,0,0,159,2388.17,171,2420.15,426,5993.4,254,3081.78,146,2196.35,236.25,209.875
2023-11-27,Store_B,Seasonal,15.36,0,4174.23,0.961,2.5,0,0,144,2212.35,159,2388.17,171,2420.15,189,2740.4,185,2745.62,225,204.75
2023-12-04,Store_B,Seasonal,15.06,0,3752.96,0.974,-0.3,1,0,287,4322.37,144,2212.35,159,2388.17,426,5993.4,127,1826.23,190.25,224.75
2023-12-11,Store_B,Seasonal,14.05,0,4128.08,0.982,-0.2,1,0,298,4188.25,287,4322.37,144,2212.35,171,2420.15,168,2472.86,222,241
2023-12-18,Store_B,Seasonal,15.97,0,4908.86,0.981,-2.3,1,0,313,4999.29,298,4188.25,287,4322.37,159,2388.17,254,3081.78,260.5,248.375
2023-12-25,Store_B,Seasonal,14.71,0,4600.03,0.975,-1.6,1,0,345,5075.77,313,4999.29,298,4188.25,144,2212.35,189,2740.4,310.75,267.875
2024-01-01,Store_B,Seasonal,15.66,0,3394.32,0.981,-1.9,0,0,129,2020.26,345,5075.77,313,4999.29,287,4322.37,426,5993.4,271.25,230.75
2024-01-08,Store_B,Seasonal,15.04,0,4085.45,0.997,-2.3,0,0,154,2315.87,129,2020.26,345,5075.77,298,4188.25,171,2420.15,235.25,228.625
2024-01-15,Store_B,Seasonal,15.67,0,3692,1.01,-0.4,0,0,128,2006.3,154,2315.87,129,2020.26,313,4999.29,159,2388.17,189,224.75
2024-01-22,Store_B,Seasonal,16.11,0,3466.75,0.993,-1.5,0,0,115,1852.71,128,2006.3,154,2315.87,345,5075.77,144,2212.35,131.5,221.125
2024-01-29,Store_B,Seasonal,15.19,23.9,4725.11,0.98,1.6,0,0,172,1989.2,115,1852.71,128,2006.3,129,2020.26,287,4322.37,142.25,206.75
2024-02-05,Store_B,Seasonal,15.09,0,3398.01,0.985,1.6,0,0,144,2173.67,172,1989.2,115,1852.71,154,2315.87,298,4188.25,139.75,187.5
2024-02-12,Store_B,Seasonal,15.42,0,4202.01,0.992,-0.9,0,0,142,2189.69,144,2173.67,172,1989.2,128,2006.3,313,4999.29,143.25,166.125
2024-02-19,Store_B,Seasonal,15.62,23.2,5086.14,0.992,1.8,0,0,222,2662.81,142,2189.69,144,2173.67,115,1852.71,345,5075.77,170,150.75
2024-02-26,Store_B,Seasonal,16.02,0,2967.72,0.994,4.3,0,0,123,1970.03,222,2662.81,142,2189.69,172,1989.2,129,2020.26,157.75,150
2024-03-04,Store_B,Seasonal,16.15,0,3825.53,0.99,2.3,0,0,154,2486.62,123,1970.03,222,2662.81,144,2173.67,154,2315.87,160.25,150
2024-03-11,Store_B,Seasonal,16,0,3478.87,0.998,8.1,0,0,140,2240.21,154,2486.62,123,1970.03,142,2189.69,128,2006.3,159.75,151.5
2024-03-18,Store_B,Seasonal,16.28,7,5897.73,0.971,7.3,0,0,175,2649.85,140,2240.21,154,2486.62,222,2662.81,115,1852.71,148,159
2024-03-25,Store_B,Seasonal,16.31,0,4801.99,0.977,8.4,0,0,174,2838.09,175,2649.85,140,2240.21,123,1970.03,172,1989.2,160.75,159.25
2024-04-01,Store_B,Seasonal,16.65,0,4264.08,0.972,9.6,0,0,163,2714.19,174,2838.09,175,2649.85,154,2486.62,144,2173.67,163,161.625
2024-04-08,Store_B,Seasonal,15.59,0,2929.34,0.998,10.7,0,0,123,1917.22,163,2714.19,174,2838.09,140,2240.21,142,2189.69,158.75,159.25
2024-04-15,Store_B,Seasonal,16.9,0,3347.6,0.99,12.2,0,0,167,2821.57,123,1917.22,163,2714.19,175,2649.85,222,2662.81,156.75,152.375
2024-04-22,Store_B,Seasonal,15.58,17.2,4658.92,0.962,10.8,0,0,253,3264.37,167,2821.57,123,1917.22,174,2838.09,123,1970.03,176.5,168.625
2024-04-29,Store_B,Seasonal,15.94,23.7,5236.26,0.959,13.3,0,0,221,2687.14,253,3264.37,167,2821.57,163,2714.19,154,2486.62,191,177
2024-05-06,Store_B,Seasonal,16.24,0,4195.04,0.963,13.1,0,0,169,2744.36,221,2687.14,253,3264.37,123,1917.22,140,2240.21,202.5,180.625
2024-05-13,Store_B,Seasonal,16.75,0,4026.21,0.96,15.8,0,0,177,2964.28,169,2744.36,221,2687.14,167,2821.57,175,2649.85,205,180.875
2024-05-20,Store_B,Seasonal,16.24,0,3698.38,0.969,17.1,0,0,214,3474.81,177,2964.28,169,2744.36,253,3264.37,174,2838.09,195.25,185.875
2024-05-27,Store_B,Seasonal,16.49,0,3895.92,0.961,17.8,0,0,164,2705.11,214,3474.81,177,2964.28,221,2687.14,163,2714.19,181,186
2024-06-03,Store_B,Seasonal,15.94,0,3257.03,0.957,16.8,0,0,152,2423.15,164,2705.11,214,3474.81,169,2744.36,123,1917.22,176.75,189.625
2024-06-10,Store_B,Seasonal,15.56,21.5,6414.86,0.961,18.2,0,0,287,3505.63,152,2423.15,164,2705.11,177,2964.28,167,2821.57,204.25,204.625
2024-06-17,Store_B,Seasonal,16.48,0,4491.11,0.966,17.2,0,0,197,3246.47,287,3505.63,152,2423.15,214,3474.81,253,3264.37,200,197.625
2024-06-24,Store_B,Seasonal,16.7,0,5071.45,0.974,17.3,0,0,177,2956.63,197,3246.47,287,3505.63,164,2705.11,221,2687.14,203.25,192.125
2024-07-01,Store_B,Seasonal,17.07,0,4631.78,0.985,18,0,0,155,2645.58,177,2956.63,197,3246.47,152,2423.15,169,2744.36,204,190.375
2024-07-08,Store_B,Seasonal,16.44,6.8,6039.35,0.975,18.3,0,0,223,3419.09,155,2645.58,177,2956.63,287,3505.63,177,2964.28,188,196.125
2024-07-15,Store_B,Seasonal,16.38,0,4248.02,0.987,20.6,0,0,183,2997.73,223,3419.09,155,2645.58,197,3246.47,214,3474.81,184.5,192.25
2024-07-22,Store_B,Seasonal,17.11,23.3,6133.29,1.008,18.5,0,0,317,4161.24,183,2997.73,223,3419.09,177,2956.63,164,2705.11,219.5,211.375
2024-07-29,Store_B,Seasonal,16.89,0,4462.66,1.024,16.2,0,0,174,2938.18,317,4161.24,183,2997.73,155,2645.58,152,2423.15,224.25,214.125
2024-08-05,Store_B,Seasonal,16.81,0,4440.61,1.046,18.8,0,0,180,3026.29,174,2938.18,317,4161.24,223,3419.09,287,3505.63,213.5,200.75
2024-08-12,Store_B,Seasonal,17.32,0,3165.83,1.047,14.9,0,0,120,2078.17,180,3026.29,174,2938.18,183,2997.73,197,3246.47,197.75,191.125
2024-08-19,Store_B,Seasonal,16.57,0,3136.79,1.055,16.2,0,0,129,2137.25,120,2078.17,180,3026.29,317,4161.24,177,2956.63,150.75,185.125
2024-08-26,Store_B,Seasonal,17.65,0,3140.24,1.053,14.8,0,0,155,2736.33,129,2137.25,120,2078.17,174,2938.18,155,2645.58,146,185.125
2024-09-02,Store_B,Seasonal,17.47,0,4876.82,1.051,13.4,0,0,174,3039,155,2736.33,129,2137.25,180,3026.29,223,3419.09,144.5,179
2024-09-09,Store_B,Seasonal,16.06,0,4568.79,1.065,12.2,0,0,147,2361.18,174,3039,155,2736.33,120,2078.17,183,2997.73,151.25,174.5
2024-09-16,Store_B,Seasonal,18.03,0,4880.9,1.07,11.4,0,0,144,2596.12,147,2361.18,174,3039,129,2137.25,317,4161.24,155,152.875
2024-09-23,Store_B,Seasonal,18.18,6.1,4419.17,1.048,9.6,0,0,167,2850.25,144,2596.12,147,2361.18,155,2736.33,174,2938.18,158,152
2024-09-30,Store_B,Seasonal,17.91,0,3225.22,1.064,9.3,0,0,131,2346.44,167,2850.25,144,2596.12,174,3039,180,3026.29,147.25,145.875
2024-10-07,Store_B,Seasonal,17.93,0,3923.54,1.079,8.7,0,0,121,2169.78,131,2346.44,167,2850.25,147,2361.18,120,2078.17,140.75,146
2024-10-14,Store_B,Seasonal,18.22,0,4094.45,1.077,6.1,0,0,148,2697.18,121,2169.78,131,2346.44,144,2596.12,129,2137.25,141.75,148.375
2024-10-21,Store_B,Seasonal,17.46,20.7,6148.98,1.084,4.7,0,0,192,2659.54,148,2697.18,121,2169.78,167,2850.25,155,2736.33,148,153
2024-10-28,Store_B,Seasonal,17.09,0,2987.59,1.08,4.7,0,0,113,1930.86,192,2659.54,148,2697.18,131,2346.44,174,3039,143.5,145.375
2024-11-04,Store_B,Seasonal,18.63,0,3488.27,1.097,5.6,1,0,214,3986.38,113,1930.86,192,2659.54,121,2169.78,147,2361.18,166.75,153.75
